id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
31840,Serviced apartment in Florence · ★4.66 · 1 bedroom · 1 bed · 1 private bath,380378,Officina 360,,Centro Storico,43.77709,11.25216,Private room,158,1,124,2023-03-01,0.78,27,322,2,
32120,Rental unit in Florence · ★4.88 · 1 bedroom · 1 bed · 1 bath,99235,Lucia,,Gavinana Galluzzo,43.76157,11.27741,Entire home/apt,85,1,25,2023-06-18,0.16,1,62,5,
32180,Condo in Florence · ★4.79 · 2 bedrooms · 4 beds · 2 baths,13925330,Cesare,,Centro Storico,43.76832,11.24348,Entire home/apt,105,6,29,2023-06-01,0.18,2,117,7,
32395,Bed and breakfast in Florence · ★4.84 · 1 bedroom · 1 bed · 1 private bath,140170,Fabio,,Centro Storico,43.76268,11.24149,Hotel room,70,1,643,2023-06-06,4.10,5,35,81,06139100488
39115,Home in Florence · ★4.57 · 1 bedroom · 2 beds · 0 baths,167739,Lorenzo,,Centro Storico,43.77525,11.25258,Private room,89,2,68,2023-05-18,0.44,11,282,13,
39165,Home in Florence · ★4.25 · 1 bedroom · 2 beds · 1 private bath,167739,Lorenzo,,Centro Storico,43.77525,11.25258,Private room,105,2,19,2023-06-05,0.12,11,282,4,
39822,Rental unit in Florence · ★4.41 · 2 bedrooms · 2 beds · 1 bath,154769,Matilde,,Centro Storico,43.76742,11.24378,Entire home/apt,100,4,29,2022-11-26,0.19,4,20,4,
43369,Rental unit in Florence · ★4.86 · 2 bedrooms · 1 bed · 1 bath,4156491,Apartments Florence,,Centro Storico,43.76944,11.26331,Entire home/apt,203,3,7,2018-09-22,0.06,90,15,0,048017LTN4271
44781,Condo in Florence · ★4.85 · 1 bedroom · 1 bed · 1 bath,33210,Rocco,,Centro Storico,43.76418,11.24618,Entire home/apt,175,4,369,2023-06-16,2.39,1,135,43,
45606,Rental unit in Florence · ★4.76 · 1 bedroom · 4 beds · 1 bath,202686,Tarcisio,,Isolotto Legnaia,43.7728,11.23746,Entire home/apt,79,4,427,2023-06-19,2.92,3,210,13,
46520,Serviced apartment in Florence · ★4.70 · 1 bedroom · 1 bed · 1 private bath,380378,Officina 360,,Centro Storico,43.77699,11.25216,Private room,160,1,96,2023-04-08,0.62,27,338,2,
46523,Serviced apartment in Florence · ★4.64 · 1 bedroom · 1 bed · 1 private bath,380378,Officina 360,,Centro Storico,43.77704,11.25217,Private room,121,1,246,2023-06-20,1.59,27,345,13,
46524,Serviced apartment in Florence · ★4.72 · 1 bedroom · 2 beds · 1 private bath,380378,Officina 360,,Centro Storico,43.777,11.25216,Private room,172,1,95,2023-06-06,0.64,27,344,10,
47498,Serviced apartment in Florence · ★4.57 · 1 bedroom · 1 bed · 2 shared baths,215302,Darko,,Centro Storico,43.77386,11.25028,Private room,95,1,517,2023-05-18,3.34,3,205,13,
48372,Home in Florence · ★4.36 · 1 bedroom · 1 bed · 0 baths,167739,Lorenzo,,Centro Storico,43.77525,11.25258,Private room,70,2,14,2023-05-28,0.10,11,299,8,
52543,Rental unit in Florence · ★4.74 · 2 bedrooms · 3 beds · 2 baths,202686,Tarcisio,,Isolotto Legnaia,43.77175,11.2364,Entire home/apt,79,4,211,2023-06-17,1.43,3,212,19,
52545,Rental unit in Florence · ★4.76 · 1 bedroom · 2 beds · 1 bath,202686,Tarcisio,,Isolotto Legnaia,43.77164,11.23819,Entire home/apt,78,4,206,2022-09-27,1.45,3,191,1,
57542,Rental unit in Florence · ★4.45 · 1 bedroom · 1 bed · 1 bath,274074,Elly,,Centro Storico,43.77236,11.24787,Entire home/apt,110,3,120,2023-06-01,0.80,16,278,6,048017ltn1192
57644,Rental unit in Florence · ★4.81 · 1 bedroom · 2 beds · 1 bath,274758,Francesco,,Centro Storico,43.77713,11.26182,Entire home/apt,138,3,97,2023-06-03,0.67,5,125,16,
57767,Rental unit in Florence · ★4.92 · 3 bedrooms · 3 beds · 2 baths,274758,Francesco,,Centro Storico,43.76728,11.25066,Entire home/apt,189,2,98,2023-06-06,0.69,5,221,15,
57859,Rental unit in Florence · ★4.68 · 1 bedroom · 1 bed · 1 bath,274074,Elly,,Centro Storico,43.77613,11.25492,Entire home/apt,130,3,189,2023-06-17,1.29,16,278,25,048017LTN7393
60838,Rental unit in Florence · ★4.90 · 2 bedrooms · 2 beds · 1.5 baths,293716,Paolo,,Centro Storico,43.77263,11.26316,Entire home/apt,110,4,108,2023-06-15,0.73,1,254,18,
64023,Rental unit in Florence · ★4.86 · 1 bedroom · 1 bed · 1 bath,96905,Elisabetta And Claudia,,Centro Storico,43.77089,11.25966,Entire home/apt,96,3,176,2023-06-01,1.20,3,261,14,
66045,Rental unit in Florence · ★4.64 · 1 bedroom · 2 beds · 1 bath,323151,Mauro,,Campo di Marte,43.78262,11.26856,Entire home/apt,90,3,96,2018-04-30,0.63,4,172,0,
66353,Rental unit in Florence · ★4.65 · 3 bedrooms · 3 beds · 3 baths,323151,Mauro,,Centro Storico,43.77055,11.26723,Entire home/apt,130,3,27,2023-05-29,0.18,4,265,4,
66598,Rental unit in Florence · ★4.86 · 2 bedrooms · 4 beds · 2 baths,323151,Mauro,,Centro Storico,43.76787,11.26324,Entire home/apt,150,3,134,2023-06-19,0.92,4,281,3,
66903,Rental unit in Florence · ★4.91 · 1 bedroom · 2 beds · 1 bath,328936,Stefano,,Centro Storico,43.77591,11.25846,Entire home/apt,87,3,22,2023-06-13,0.15,1,206,13,048017LTN0185
67725,Home in Florence · ★4.0 · 1 bedroom · 2 beds · 1 private bath,167739,Lorenzo,,Centro Storico,43.77525,11.25258,Private room,120,2,9,2022-12-01,0.08,11,298,4,
68273,Rental unit in Florence · ★4.98 · 1 bedroom · 1 bed · 1.5 baths,338220,Allegra,,Centro Storico,43.77931,11.25805,Entire home/apt,124,3,44,2022-10-31,0.29,1,0,4,
70885,Home in Florence · ★4.40 · 1 bedroom · 2 beds · 0 baths,167739,Lorenzo,,Centro Storico,43.77525,11.25258,Private room,89,2,30,2023-05-11,0.21,11,286,6,
71605,Home in Florence · ★4.17 · 1 bedroom · 2 beds · 1 private bath,167739,Lorenzo,,Centro Storico,43.77525,11.25258,Private room,105,2,24,2023-04-16,0.16,11,280,5,
73345,Rental unit in Florence · ★4.67 · 1 bedroom · 2 beds · 1 bath,382561,Ati,,Centro Storico,43.76971,11.2518,Entire home/apt,176,3,142,2023-05-27,1.64,3,115,27,
73739,Rental unit in Florence · ★4.55 · 1 bedroom · 2 beds · 1 bath,385786,Dante,,Isolotto Legnaia,43.76988,11.23978,Entire home/apt,94,3,45,2023-02-18,0.30,1,130,5,
74682,Rental unit in Florence · ★4.76 · 1 bedroom · 1 bed · 1 bath,386165,Gian,,Centro Storico,43.77243,11.24519,Entire home/apt,83,2,997,2023-06-03,6.71,1,211,98,
75803,Bed and breakfast in Scandicci · ★4.78 · 2 bedrooms · 8 beds · 2 baths,403066,Paola,,Gavinana Galluzzo,43.74384,11.21331,Private room,160,2,9,2022-06-25,0.06,3,311,1,
77570,Rental unit in Florence · ★4.93 · 2 bedrooms · 3 beds · 2 baths,416144,Massimiliano,,Centro Storico,43.77272,11.25914,Entire home/apt,271,2,673,2023-06-20,5.29,1,188,89,
80693,Rental unit in Florence · ★4.45 · 2 bedrooms · 4 beds · 1 bath,4156491,Apartments Florence,,Centro Storico,43.77556,11.26009,Entire home/apt,419,3,11,2022-08-31,0.12,90,29,1,048017LTN3741
80694,Rental unit in Florence · ★4.29 · 2 bedrooms · 4 beds · 1 bath,4156491,Apartments Florence,,Centro Storico,43.77556,11.26009,Entire home/apt,361,3,25,2023-06-07,0.17,90,224,3,048017LTN3742
81606,Rental unit in Florence · ★4.57 · 2 bedrooms · 6 beds · 2 baths,434231,Magda,,Centro Storico,43.7736,11.25881,Entire home/apt,140,5,7,2022-05-20,0.05,2,273,0,
82478,Rental unit in Florence · ★4.80 · 1 bedroom · 4 beds · 1 bath,434231,Magda,,Centro Storico,43.77551,11.25912,Entire home/apt,146,30,10,2023-05-02,0.12,2,246,4,
82626,Home in Florence · ★4.42 · 1 bedroom · 2 beds · 0 baths,167739,Lorenzo,,Centro Storico,43.77525,11.25258,Private room,89,2,19,2023-04-20,0.13,11,287,2,
83045,Rental unit in Florence · ★4.74 · 5 bedrooms · 5 beds · 3 baths,405852,Michele,,Centro Storico,43.76807,11.25997,Entire home/apt,450,3,216,2023-05-31,1.63,1,229,23,
83281,Condo in Florence · ★4.70 · 1 bedroom · 1 bed · 1 bath,453940,Niccolò,,Centro Storico,43.76947,11.254953,Entire home/apt,104,2,23,2023-06-16,0.39,1,293,19,
84726,Rental unit in Florence · ★4.67 · 1 bedroom · 1 bed · 1 bath,154769,Matilde,,Centro Storico,43.76207,11.24275,Entire home/apt,100,4,102,2023-03-06,0.69,4,260,4,
84829,Rental unit in Florence · ★4.96 · 1 bedroom · 2 beds · 1 bath,463865,Alessandro,,Centro Storico,43.77358,11.25723,Entire home/apt,135,4,116,2023-05-22,0.79,1,202,18,
89856,Rental unit in Florence · ★4.88 · 2 bedrooms · 3 beds · 1 bath,488317,Diana,,Centro Storico,43.76801,11.26212,Entire home/apt,184,2,147,2023-06-07,1.09,37,204,28,048017LTN3278
90557,Rental unit in Florence · ★4.85 · 1 bedroom · 3 beds · 1.5 baths,490856,Maya,,Campo di Marte,43.77017,11.27702,Entire home/apt,82,1,85,2023-06-19,0.76,2,353,31,
94913,Rental unit in Florence · ★4.75 · 1 bedroom · 2 beds · 1 private bath,506219,Elisabetta,,Centro Storico,43.76971,11.24542,Private room,82,2,444,2023-06-17,3.03,2,253,63,
105652,Condo in Florence · ★4.65 · 3 bedrooms · 7 beds · 2 baths,5033794,Artan,,Centro Storico,43.77598,11.2548,Entire home/apt,156,60,411,2020-02-28,2.79,5,0,0,
106407,Rental unit in Florence · ★4.44 · 4 bedrooms · 7 beds · 2 baths,4156491,Apartments Florence,,Centro Storico,43.76977,11.26376,Entire home/apt,716,3,40,2023-05-27,0.28,90,280,4,048017LTN4274
109302,Rental unit in Florence · ★4.85 · 1 bedroom · 1 bed · 1 private bath,564660,Manuela,,Centro Storico,43.77082,11.25711,Private room,65,2,116,2023-06-19,0.80,1,233,10,
122324,Villa in Florence · ★4.86 · 5 bedrooms · 9 beds · 6 baths,613199,Lorenzo,,Campo di Marte,43.80924,11.27349,Entire home/apt,660,4,29,2023-05-13,0.22,2,232,7,048017LTN4431
124134,Rental unit in Florence · ★4.63 · 2 bedrooms · 4 beds · 1.5 baths,616226,Christina,,Isolotto Legnaia,43.77423,11.23028,Entire home/apt,130,3,209,2023-06-18,1.44,2,135,9,
128095,Rental unit in Florence · ★4.75 · 1 bedroom · 1 bed · 1 private bath,633736,Fernanda,,Centro Storico,43.77412,11.24568,Private room,114,3,151,2023-05-06,1.11,3,273,2,
129927,Rental unit in Florence · ★4.82 · 1 bedroom · 1 bed · 1 bath,640338,Bettina,,Centro Storico,43.77472,11.25594,Entire home/apt,160,3,109,2022-10-27,0.76,1,0,13,
132401,Condo in Florence · ★4.63 · 1 bedroom · 2 beds · 1 bath,650687,Adriano,,Centro Storico,43.77059,11.26509,Entire home/apt,81,2,234,2023-06-19,1.60,1,248,25,
132955,Home in Florence · ★4.60 · 1 bedroom · 2 beds · 1 private bath,653025,Alessandro,,Centro Storico,43.76035,11.24044,Private room,50,2,55,2022-10-31,0.38,1,168,8,
133197,Rental unit in Florence · ★4.77 · 1 bedroom · 1 bed · 1 private bath,654278,Paolo,,Centro Storico,43.78213,11.24163,Private room,62,1,563,2023-06-17,3.85,1,257,75,
133411,Home in Florence · ★4.55 · 1 bedroom · 2 beds · 1 private bath,167739,Lorenzo,,Centro Storico,43.77533,11.25254,Private room,105,2,20,2023-06-05,0.18,11,269,9,
136910,Rental unit in Florence · ★4.89 · 1 bedroom · 1 bed · 1 bath,669847,Alberto,,Centro Storico,43.77111,11.24893,Entire home/apt,68,7,72,2023-06-15,0.60,2,268,11,
138936,Rental unit in Florence · ★4.75 · 1 bedroom · 1 bed · 1 private bath,525814,Isabella,,Centro Storico,43.77579,11.24643,Private room,51,2,107,2023-06-19,0.75,1,11,5,
141661,Rental unit in Florence · ★4.88 · 3 bedrooms · 8 beds · 2 baths,688861,Massimo,,Centro Storico,43.77255,11.26408,Entire home/apt,463,2,51,2023-06-03,0.38,4,91,9,
142389,Rental unit in Florence · 2 bedrooms · 2 beds · 1 bath,4156491,Apartments Florence,,Centro Storico,43.76958,11.26351,Entire home/apt,189,3,1,2012-04-14,0.01,90,0,0,048017LTN4060
142416,Rental unit in Florence · ★4.27 · 1 bedroom · 2 beds · 1 bath,4156491,Apartments Florence,,Centro Storico,43.7702,11.26215,Entire home/apt,189,3,11,2019-04-25,0.15,90,0,0,
146732,Rental unit in Florence · ★4.73 · 2 bedrooms · 2 beds · 1 bath,709145,Marco,,Centro Storico,43.7622,11.2431,Entire home/apt,61,2,11,2020-01-05,0.16,1,0,0,
147220,Rental unit in Florence · ★4.54 · 3 bedrooms · 5 beds · 2 baths,4156491,Apartments Florence,,Centro Storico,43.77569,11.25229,Entire home/apt,828,3,78,2023-06-15,0.55,90,283,6,048017LTN3439
150675,Rental unit in Florence · ★4.75 · 1 bedroom · 1 bed · 1 private bath,725879,Nadja Maria,,Centro Storico,43.77522,11.25454,Private room,147,2,762,2023-06-20,5.32,14,86,46,
160310,Rental unit in Florence · ★4.91 · 2 bedrooms · 1 bed · 1 bath,768323,Paolo,,Centro Storico,43.77521,11.24534,Entire home/apt,116,1,347,2023-06-12,2.42,4,69,74,
160352,Rental unit in Florence · ★4.91 · 1 bedroom · 1 bed · 1 bath,768323,Paolo,,Centro Storico,43.77586,11.2443,Entire home/apt,89,1,375,2023-06-13,2.76,4,61,70,
160366,Rental unit in Florence · ★4.82 · 1 bedroom · 1 bed · 1 bath,768323,Paolo,,Centro Storico,43.77427,11.24729,Entire home/apt,92,1,637,2023-06-10,4.48,4,145,39,
160399,Rental unit in Florence · ★4.80 · 1 bedroom · 1 bed · 1 bath,768323,Paolo,,Centro Storico,43.76584,11.2544,Entire home/apt,92,1,449,2023-06-02,3.14,4,175,13,
161134,Condo in Florence · ★5.0 · 1 bedroom · 1 bed · 1 bath,992661,David,,Isolotto Legnaia,43.77278,11.23709,Entire home/apt,110,1,3,2022-06-14,0.22,1,206,0,
162132,Rental unit in Florence · ★4.06 · 2 bedrooms · 2 beds · 1 bath,646917,Daniela,,Campo di Marte,43.78933,11.27226,Entire home/apt,100,4,18,2022-06-20,0.13,1,351,0,
174420,Rental unit in Florence · ★4.65 · 2 bedrooms · 1 bed · 1.5 baths,833421,Valentina,,Centro Storico,43.77225,11.24849,Entire home/apt,50,5,146,2023-06-10,1.02,1,209,34,
181844,Rental unit in Florence · ★4.94 · 2 bedrooms · 2 beds · 1 bath,665583,Margherita,,Centro Storico,43.76506,11.24467,Entire home/apt,150,30,19,2023-06-04,0.16,1,209,7,
182984,Rental unit in Florence · ★4.36 · 1 bedroom · 3 beds · 1 bath,877420,Filippo,,Centro Storico,43.76554,11.2586,Entire home/apt,110,6,15,2023-04-30,0.13,1,242,3,
189586,Rental unit in Florence · ★4.52 · 1 bedroom · 2 beds · 1 bath,914650,Thomas,,Campo di Marte,43.77069,11.27713,Entire home/apt,140,4,45,2023-03-31,0.35,2,253,3,
191323,Rental unit in Florence · ★4.63 · 1 bedroom · 2 beds · 1 bath,914650,Thomas,,Centro Storico,43.77178,11.26133,Entire home/apt,140,4,73,2022-08-02,0.51,2,246,1,
193675,Rental unit in Florence · ★4.24 · 1 bedroom · 1 bed · 1 bath,939139,Monica,,Centro Storico,43.76778,11.24119,Entire home/apt,106,2,98,2023-06-04,0.68,1,218,20,
197711,Condo in Florence · ★4.84 · 1 bedroom · 2 beds · 1.5 baths,294068,Cheti,,Centro Storico,43.77249,11.26121,Entire home/apt,123,2,87,2023-04-01,1.02,1,296,11,
201931,Rental unit in Florence · ★4.91 · 1 bedroom · 2 beds · 1 bath,988127,Paolo,,Rifredi,43.78437938421835,11.253579331814272,Entire home/apt,220,1,61,2023-05-19,0.45,2,162,7,201931
205228,Bed and breakfast in Florence · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,1008798,Massimo,,Centro Storico,43.77987,11.24381,Hotel room,85,2,30,2023-06-05,0.22,4,286,19,
209838,Loft in Florence · ★4.60 · 1 bedroom · 2 beds · 1 bath,1034057,Tommaso&Eleonora,,Centro Storico,43.77318,11.24431,Entire home/apt,125,2,354,2023-06-19,2.54,2,283,49,
212107,Rental unit in Florence · ★4.80 · 1 bedroom · 6 beds · 2 shared baths,705513,Giovanpaolo,,Centro Storico,43.76499,11.25764,Private room,71,4,6,2023-05-25,0.06,5,23,4,
222527,Rental unit in Sesto Fiorentino · ★4.85 · 1 bedroom · 3 beds · 1 bath,804468,Mario,,Rifredi,43.82005,11.22004,Entire home/apt,300,2,284,2022-05-30,2.00,2,89,0,
224562,Condo in Florence · ★4.64 · 1 bedroom · 1 bed · 1 bath,1168814,Andrea,,Centro Storico,43.772,11.26142,Entire home/apt,153,3,95,2023-04-17,0.69,1,326,8,
224669,Rental unit in Florence · ★5.0 · 1 bedroom · 2 beds · 1 bath,1169561,Silverio,,Campo di Marte,43.76796,11.2714,Entire home/apt,74,2,50,2023-06-08,0.83,3,120,20,
227059,Home in Florence · ★4.76 · 1 bedroom · 1 bed · 1.5 shared baths,1184498,Enrico,,Centro Storico,43.77022,11.2561,Private room,39,3,435,2023-05-30,3.41,2,15,69,
230853,Rental unit in Florence · ★4.84 · 1 bedroom · 2 beds · 1 private bath,1206885,Mariam,,Campo di Marte,43.77388,11.2844,Private room,59,3,526,2023-06-15,3.92,1,284,71,
238351,Rental unit in Florence · ★4.78 · 1 bedroom · 1 bed · 1 bath,866134,Enrica,,Centro Storico,43.76914,11.24193,Entire home/apt,100,7,55,2023-06-10,0.40,1,120,8,
240985,Rental unit in Florence · ★4.83 · 1 bedroom · 1 bed · 1 private bath,681999,Cristina,,Centro Storico,43.77701,11.25421,Private room,65,3,427,2023-06-20,3.00,1,26,60,
248623,Rental unit in Florence · ★4.59 · 2 bedrooms · 2 beds · 1 bath,1302596,Rita,,Centro Storico,43.7723,11.2616,Entire home/apt,121,3,85,2023-05-11,0.62,1,281,5,048017LTN3181
249512,Rental unit in Florence · ★5.0 · 4 bedrooms · 6 beds · 4 baths,1224280,Enrico,,Campo di Marte,43.76736,11.27223,Entire home/apt,850,1,3,2018-03-30,0.04,2,172,0,
250470,Rental unit in Florence · ★4.90 · 1 bedroom · 2 beds · 1 bath,1312791,Massimo,,Centro Storico,43.78118,11.23266,Entire home/apt,109,3,137,2023-06-19,1.02,1,251,18,
251811,Rental unit in Florence · ★4.78 · 2 bedrooms · 6 beds · 1 bath,274074,Elly,,Centro Storico,43.7733,11.24754,Entire home/apt,150,3,184,2023-05-21,1.31,16,263,23,048017LTN3635
255154,Rental unit in Florence · ★4.78 · 2 bedrooms · 4 beds · 1.5 baths,1340797,Bitte,,Campo di Marte,43.76814,11.28079,Entire home/apt,150,2,208,2023-05-07,1.70,2,129,15,
261609,Bed and breakfast in Florence · ★4.38 · 1 bedroom · 1 bed · 1 bath,1372403,Donatella,,Centro Storico,43.77455,11.23997,Private room,83,2,10,2023-05-13,0.07,3,49,1,
264971,Rental unit in Florence · ★4.80 · 1 bedroom · 1 bed · 1 bath,1390015,Antonella,,Campo di Marte,43.76999,11.30511,Private room,1000,300,80,2015-10-07,0.57,1,352,0,
270205,Rental unit in Florence · ★4.81 · 1 bedroom · 1 bed · 1 bath,1414775,Fernando,,Centro Storico,43.77299,11.26279,Entire home/apt,99,4,197,2023-06-21,1.44,2,161,24,048017LTN1842
271153,Rental unit in Florence · ★4.47 · 1 bedroom · 1 bed · 1 bath,264805,Laura,,Campo di Marte,43.78202,11.32323,Entire home/apt,59,2,338,2023-06-12,2.42,1,334,32,
273691,Rental unit in Florence · ★4.81 · 1 bedroom · 2 beds · 1 private bath,725879,Nadja Maria,,Centro Storico,43.77531,11.25456,Private room,157,2,716,2023-06-17,5.12,14,304,29,
279009,Condo in Florence · ★4.73 · 1 bedroom · 1 bath,45991,Elena,,Centro Storico,43.77326,11.24596,Entire home/apt,140,2,296,2023-06-21,2.25,1,330,35,
279656,Home in Florence · ★4.80 · 1 bedroom · 4 beds · 2 baths,274074,Elly,,Centro Storico,43.764389,11.261067,Entire home/apt,130,3,51,2023-06-16,0.37,16,280,9,048017LTN4584
281491,Rental unit in Florence · ★4.16 · 1 bedroom · 2 beds · 1 bath,1468173,Roberto,,Centro Storico,43.77453,11.25684,Entire home/apt,95,2,52,2023-05-19,0.38,2,220,4,
296113,Rental unit in Florence · ★4.82 · 1 bedroom · 2 beds · 1 bath,1527944,Giovanni,,Centro Storico,43.7681,11.2564,Entire home/apt,230,2,265,2023-06-21,1.96,5,298,62,
297891,Rental unit in Florence · ★4.65 · Studio · 1 bed · 1 bath,154769,Matilde,,Centro Storico,43.7689,11.24409,Entire home/apt,75,4,40,2023-06-04,0.29,4,247,15,
298143,Rental unit in Florence · ★4.78 · 1 bedroom · 1 bed · 1 bath,1184644,Samuel & Paolo For Firenze Rentals®,,Centro Storico,43.77203,11.25575,Entire home/apt,162,1,508,2023-06-05,3.72,17,200,60,
316854,Villa in Province of Florence · ★4.91 · 1 bedroom · 2 beds · 1 bath,1626964,Federica,,Campo di Marte,43.79101,11.29321,Entire home/apt,94,3,135,2022-11-02,1.03,2,103,15,
316984,Rental unit in Florence · ★4.37 · 1 bedroom · 1 bed · 1 bath,167739,Lorenzo,,Centro Storico,43.77525,11.25259,Entire home/apt,139,2,28,2022-11-29,0.22,11,265,5,
332488,Rental unit in Florence · ★5.0 · 1 bedroom · 1 bed · 2 baths,1286344,Mario,,Centro Storico,43.77977,11.257221,Entire home/apt,320,7,20,2023-06-14,0.18,2,336,5,
336259,Rental unit in Florence · ★4.78 · 2 bedrooms · 3 beds · 1.5 baths,1702993,Marusca,,Centro Storico,43.7686,11.25324,Entire home/apt,180,3,126,2023-05-19,0.95,6,246,22,
336260,Rental unit in Florence · ★4.96 · 2 bedrooms · 3 beds · 1 bath,1702993,Marusca,,Centro Storico,43.76752,11.25266,Entire home/apt,172,3,115,2023-04-16,0.85,6,153,10,
339138,Rental unit in Florence · ★4.85 · 1 bedroom · 1 bed · 1 shared bath,1091803,Giuseppe,,Campo di Marte,43.77893,11.26936,Private room,52,4,21,2021-11-02,0.16,1,58,0,
341907,Rental unit in Florence · ★4.89 · 2 bedrooms · 4 beds · 1.5 baths,1734679,Susanna + Sandro,,Centro Storico,43.76957,11.26455,Entire home/apt,79,2,230,2020-01-23,1.67,1,0,0,
343773,Loft in Florence · ★4.97 · 1 bedroom · 2 beds · 1 bath,1744286,Chiara,,Centro Storico,43.77427,11.26205,Entire home/apt,143,2,442,2023-06-09,3.32,1,236,53,
345815,Rental unit in Florence · 3 bedrooms · 3 beds · 3 baths,1753956,Tommaso,,Campo di Marte,43.81893,11.28034,Entire home/apt,150,3,1,2016-06-11,0.01,1,0,0,
346237,Rental unit in Florence · ★4.59 · 2 bedrooms · 3 beds · 1 bath,1755313,Simone,,Campo di Marte,43.77133,11.31963,Entire home/apt,180,5,23,2023-06-13,0.31,5,279,6,
346238,Rental unit in Florence · ★4.63 · 1 bedroom · 1 bed · 1 bath,1755313,Simone,,Campo di Marte,43.77119,11.31819,Entire home/apt,156,6,26,2023-05-22,0.31,5,307,4,
346239,Rental unit in Florence · ★4.80 · 1 bedroom · 2 beds · 1 bath,1755313,Simone,,Campo di Marte,43.77149,11.31847,Entire home/apt,155,5,36,2023-06-16,0.37,5,275,8,
347062,Rental unit in Florence · ★4.77 · 3 bedrooms · 7 beds · 2 baths,1759485,Filippo,,Isolotto Legnaia,43.77217,11.23438,Entire home/apt,434,1,13,2023-01-06,0.11,1,142,1,
347076,Condo in Florence · ★4.73 · 2 bedrooms · 3 beds · 1 bath,1759526,Andrea,,Centro Storico,43.77661,11.25102,Entire home/apt,143,3,66,2023-04-15,0.49,1,29,5,
347729,Condo in Florence · ★4.78 · 3 bedrooms · 5 beds · 3 baths,731736,Felice,,Rifredi,43.8026,11.2378,Entire home/apt,290,5,83,2017-02-02,0.62,1,295,0,
351439,Rental unit in Florence · ★4.89 · 1 bedroom · 1 bed · 1 bath,1780007,Roberta & Stefano,,Centro Storico,43.76779,11.25987,Entire home/apt,137,3,188,2023-06-14,1.38,3,211,36,
354097,Rental unit in Florence · ★4.87 · 2 bedrooms · 2 beds · 2 baths,1792856,Ulrika,,Centro Storico,43.76196,11.24245,Entire home/apt,130,2,159,2023-06-06,1.17,6,315,27,
354112,Rental unit in Florence · ★4.89 · 2 bedrooms · 2 beds · 1 bath,1792856,Ulrika,,Centro Storico,43.76196,11.24245,Entire home/apt,170,2,75,2023-05-25,0.55,6,284,9,
359054,Rental unit in Florence · ★4.89 · 1 bedroom · 2 beds · 2 baths,1792856,Ulrika,,Centro Storico,43.76196,11.24245,Entire home/apt,154,2,95,2022-06-25,0.70,6,296,1,
359058,Rental unit in Florence · ★4.92 · 2 bedrooms · 3 beds · 1 bath,1792856,Ulrika,,Centro Storico,43.76196,11.24245,Entire home/apt,180,2,62,2023-04-07,0.46,6,260,5,
367374,Rental unit in Florence · ★4.85 · 2 bedrooms · 1 bed · 2 baths,1792856,Ulrika,,Centro Storico,43.76196,11.24245,Entire home/apt,200,2,90,2023-05-29,0.66,6,305,7,
367427,Rental unit in Florence · ★4.90 · 1 bedroom · 3 beds · 1 bath,1792856,Ulrika,,Centro Storico,43.76196,11.24245,Entire home/apt,137,2,78,2023-05-23,0.57,6,260,7,
367487,Condo in Florence · ★4.80 · 1 bedroom · 1 bed · 1 bath,1854501,Nadim,,Centro Storico,43.76856,11.26299,Entire home/apt,120,15,45,2022-08-23,0.74,1,46,2,
369523,Condo in Florence · ★4.68 · 1 bedroom · 1 bed · 1 bath,1863361,Stefano,,Gavinana Galluzzo,43.76399,11.27084,Entire home/apt,80,5,41,2023-06-14,0.31,1,312,12,
372687,Rental unit in Florence · ★4.20 · 2 bedrooms · 2 beds · 1 bath,4156491,Apartments Florence,,Centro Storico,43.76976,11.26376,Entire home/apt,310,3,10,2022-08-11,0.08,90,1,1,048017LTN4059
374731,Rental unit in Florence · ★4.38 · 1 bedroom · 1 bed · 1 bath,1885212,Patrizia,,Centro Storico,43.76607,11.24914,Entire home/apt,113,2,127,2023-06-12,0.93,9,132,23,
379760,Condo in Florence · ★4.79 · 1 bedroom · 2 beds · 1.5 baths,1906603,Niccolò,,Campo di Marte,43.78391,11.28177,Entire home/apt,200,3,107,2023-05-06,0.99,1,154,5,
384095,Rental unit in Florence · ★4.08 · 1 bedroom · 1 bed · 1 bath,520878,Antonio,,Centro Storico,43.77516,11.2525,Private room,95,1,100,2023-04-24,0.73,1,233,14,
393927,Villa in Florence · ★4.76 · 2 bedrooms · 3 beds · 2 baths,1778421,Guido,,Campo di Marte,43.77696,11.30987,Entire home/apt,182,5,17,2023-06-16,0.23,4,187,1,
393928,Villa in Florence · ★4.80 · 1 bedroom · 1 bed · 1 bath,1778421,Guido,,Campo di Marte,43.7788,11.31186,Entire home/apt,182,4,79,2023-06-03,0.62,4,337,18,
396710,Bed and breakfast in Florence · ★4.61 · 1 bedroom · 2 beds · 1 private bath,1008798,Massimo,,Centro Storico,43.78065,11.24577,Hotel room,69,1,49,2022-07-17,0.57,4,0,1,
396714,Bed and breakfast in Florence · ★4.48 · 1 bedroom · 1 bed · 1 shared bath,1008798,Massimo,,Centro Storico,43.78049,11.24462,Hotel room,84,1,377,2023-06-07,2.82,4,259,104,
